Customer_ID,Customer_Status,Churn,Churn_Score,Churn_Category,Churn_Reason,Satisfaction_Score,CLTV,Age,Gender,Senior_Citizen,Tenure_in_Months,Contract,Monthly_Charge,Total_Charges,Total_Revenue,Internet_Service,Internet_Type,Phone_Service,Unlimited_Data,Avg_Monthly_GB_Download,Avg_Monthly_Long_Distance_Charges,City,State,Country,Payment_Method
8200-LGKSR,Stayed,0,73,,,3,5350,47,Male,0,71,Two Year,$83.20,"$6,126.10","$8,617.49",1,DSL,1,1,12,$35.09,Azusa,California,United States,Bank Withdrawal
5131-PONJI,Stayed,0,72,,,3,5804,62,Male,0,49,Month-to-Month,$90.40,"$4,494.65","$5,069.91",1,Fiber Optic,1,1,20,$11.74,Upper Lake,California,United States,Credit Card
0784-ZQJZX,Stayed,0,72,,,4,5730,22,Male,0,72,Two Year,$19.90,"$1,529.65","$3,828.61",0,,1,0,0,$31.93,Spreckels,California,United States,Credit Card
8443-WVPSS,Churned,1,69,Dissatisfaction,Service dissatisfaction,1,4243,58,Male,0,10,Month-to-Month,$99.85,$990.90,"$1,423.70",1,Fiber Optic,1,1,12,$43.28,Galt,California,United States,Bank Withdrawal
6818-WOBHJ,Churned,1,69,Competitor,Competitor had better devices,1,5651,70,Female,1,68,Month-to-Month,$89.60,"$6,127.60","$7,768.44",1,Fiber Optic,1,1,24,$24.13,Fulton,California,United States,Bank Withdrawal
2545-EBUPK,Joined,0,72,,,3,5039,70,Female,1,2,Two Year,$84.05,$186.05,$229.85,1,Fiber Optic,1,1,22,$21.90,Los Angeles,California,United States,Bank Withdrawal
4257-GAESD,Stayed,0,72,,,5,2270,25,Female,0,6,Month-to-Month,$45.00,$298.70,$298.70,1,Cable,0,1,52,$0.00,Dinuba,California,United States,Credit Card
0690-SRQID,Stayed,0,72,,,3,4925,20,Male,0,4,Month-to-Month,$19.65,$67.55,$140.67,0,,1,0,0,$18.28,Stockton,California,United States,Credit Card
5494-HECPR,Churned,1,69,Other,Moved,2,2502,34,Female,0,1,Month-to-Month,$80.25,$80.25,$113.17,1,Fiber Optic,1,1,3,$32.92,Mi Wuk Village,California,United States,Bank Withdrawal
7706-YLMQA,Stayed,0,72,,,4,6072,30,Female,0,70,One Year,$19.70,"$1,341.50","$2,041.50",0,,1,0,0,$10.00,Madera,California,United States,Bank Withdrawal
1097-FSPVW,Stayed,0,72,,,3,5387,42,Female,0,42,Month-to-Month,$54.55,"$2,455.05","$3,805.77",1,DSL,1,1,8,$32.16,Pioneertown,California,United States,Credit Card
5619-PTMIK,Stayed,0,72,,,3,3358,25,Female,0,46,Month-to-Month,$53.10,"$2,459.80","$4,517.84",1,DSL,1,1,82,$44.74,Lemon Grove,California,United States,Bank Withdrawal
8792-AOROI,Stayed,0,72,,,3,2985,23,Female,0,8,Two Year,$65.50,$564.35,$753.79,1,DSL,1,1,41,$23.68,Glendora,California,United States,Credit Card
5181-OABFK,Stayed,0,72,,,3,4173,59,Female,0,56,Two Year,$61.30,"$3,346.80","$4,410.24",1,Cable,1,1,53,$18.99,Rescue,California,United States,Credit Card
3301-LSLWQ,Stayed,0,72,,,3,5590,32,Female,0,29,Month-to-Month,$66.10,"$1,912.15","$2,430.38",1,Cable,1,1,26,$17.87,Vallejo,California,United States,Bank Withdrawal
8910-LEDAG,Stayed,0,72,,,3,3583,72,Male,1,34,Two Year,$71.55,"$2,427.35","$2,868.67",1,Fiber Optic,1,1,8,$12.98,Prather,California,United States,Credit Card
2346-LOCWC,Stayed,0,72,,,4,6186,52,Female,0,58,Two Year,$20.50,"$1,191.40","$2,654.36",0,,1,0,0,$25.86,Arbuckle,California,United States,Credit Card
7216-KAOID,Stayed,0,72,,,4,2446,27,Male,0,41,One Year,$19.50,$798.20,"$2,418.93",0,,1,0,0,$39.53,Santa Rosa,California,United States,Bank Withdrawal
1460-UZPRJ,Stayed,0,72,,,4,5971,39,Male,0,60,Two Year,$19.95,"$1,258.15","$3,066.55",0,,1,0,0,$30.14,Heber,California,United States,Credit Card
5186-EJEGL,Stayed,0,72,,,3,3628,24,Male,0,9,Month-to-Month,$69.50,$653.25,$963.12,1,DSL,1,1,51,$34.43,Escondido,California,United States,Credit Card
1744-JHKYS,Stayed,0,72,,,4,3421,49,Female,0,34,Month-to-Month,$24.70,$780.20,"$1,171.88",0,,1,0,0,$11.52,Pasadena,California,United States,Bank Withdrawal
8548-AWOFC,Stayed,0,72,,,3,5956,21,Male,0,66,Month-to-Month,$63.85,"$4,264.60","$4,770.82",1,DSL,1,1,69,$7.67,Huntington Beach,California,United States,Bank Withdrawal
0265-PSUAE,Stayed,0,72,,,4,3337,57,Female,0,16,Month-to-Month,$100.70,"$1,522.70","$1,959.02",1,Fiber Optic,1,1,76,$27.27,Lotus,California,United States,Bank Withdrawal
8984-EYLLL,Stayed,0,72,,,4,5682,29,Male,0,64,Two Year,$105.25,"$6,823.40","$9,371.25",1,Fiber Optic,1,1,30,$40.18,San Diego,California,United States,Bank Withdrawal
3247-MHJKM,Joined,0,72,,,3,3586,27,Male,0,1,Month-to-Month,$20.20,$20.20,$62.35,0,,1,0,0,$42.15,Upland,California,United States,Mailed Check
9769-TSBZE,Stayed,0,72,,,3,5265,54,Female,0,70,Two Year,$66.00,"$4,891.50","$6,154.00",1,DSL,1,0,57,$16.75,Tupman,California,United States,Bank Withdrawal
2061-VVFST,Stayed,0,72,,,4,3924,57,Female,0,37,Month-to-Month,$19.50,$805.20,"$2,477.23",0,,1,0,0,$45.19,Whittier,California,United States,Bank Withdrawal
0788-DXBFY,Stayed,0,72,,,3,4801,54,Male,0,58,One Year,$19.55,"$1,108.80","$2,728.74",0,,1,0,0,$27.93,Tustin,California,United States,Bank Withdrawal
7089-XXAYG,Stayed,0,72,,,5,2315,37,Male,0,25,One Year,$38.10,$970.40,"$1,070.40",1,Cable,0,0,24,$0.00,Rocklin,California,United States,Credit Card
0052-YNYOT,Stayed,0,72,,,5,5462,28,Female,0,67,One Year,$20.55,"$1,343.40","$2,861.91",0,,1,0,0,$23.12,Calexico,California,United States,Bank Withdrawal
9850-OWRHQ,Churned,1,69,Dissatisfaction,Lack of self-service on Website,1,5657,55,Female,0,3,Month-to-Month,$74.10,$228.00,$276.87,1,Fiber Optic,1,1,24,$16.29,Torrance,California,United States,Credit Card
9574-BOSMD,Stayed,0,72,,,4,5668,50,Male,0,68,Two Year,$25.40,"$1,620.20","$2,908.98",0,,1,0,0,$19.09,Arvin,California,United States,Bank Withdrawal
8017-UVSZU,Stayed,0,72,,,5,3359,62,Female,0,40,Month-to-Month,$56.60,"$2,379.10","$4,310.70",1,DSL,1,1,23,$48.29,Calabasas,California,United States,Credit Card
0825-CPPQH,Stayed,0,72,,,4,4241,26,Female,0,71,Two Year,$19.10,"$1,372.45","$4,172.69",0,,1,0,0,$39.44,Laytonville,California,United States,Credit Card
3946-JEWRQ,Stayed,0,72,,,5,4977,21,Male,0,47,One Year,$95.20,"$4,563.00","$5,626.71",1,Fiber Optic,1,0,85,$20.93,Sherman Oaks,California,United States,Credit Card
9839-ETQOE,Stayed,0,72,,,3,3176,41,Male,0,43,Month-to-Month,$40.45,"$1,912.85","$1,912.85",1,DSL,0,1,25,$0.00,Vista,California,United States,Bank Withdrawal
7693-QPEFS,Stayed,0,72,,,3,4368,75,Male,1,52,Two Year,$72.95,"$3,829.75","$6,023.63",1,Fiber Optic,1,1,11,$42.19,Davenport,California,United States,Bank Withdrawal
2737-YNGYW,Churned,1,69,Attitude,Attitude of support person,3,2856,29,Female,0,2,Month-to-Month,$80.55,$184.10,$251.88,1,Fiber Optic,1,1,41,$33.89,Hemet,California,United States,Bank Withdrawal
5939-SXWHM,Stayed,0,72,,,3,2111,59,Male,0,48,Two Year,$26.30,"$1,245.05","$2,240.09",0,,1,0,0,$20.73,Millville,California,United States,Bank Withdrawal
5846-ABOBJ,Stayed,0,72,,,3,4766,24,Male,0,71,Two Year,$24.45,"$1,730.65","$4,116.96",0,,1,0,0,$33.61,Los Angeles,California,United States,Bank Withdrawal
1309-BXVOQ,Churned,1,69,Price,Long distance charges,1,3584,27,Male,0,21,Month-to-Month,$106.10,"$2,249.95","$2,708.38",1,Fiber Optic,1,1,59,$21.83,Old Station,California,United States,Bank Withdrawal
4355-CVPVS,Stayed,0,72,,,5,4170,49,Female,0,56,One Year,$88.90,"$4,968.00","$5,694.32",1,Fiber Optic,1,1,28,$12.97,California Hot Springs,California,United States,Bank Withdrawal
6718-BDGHG,Stayed,0,72,,,3,4000,64,Female,0,43,One Year,$64.85,"$2,908.20","$3,466.34",1,DSL,1,1,8,$12.98,Gold Run,California,United States,Bank Withdrawal
2812-REYAT,Stayed,0,72,,,5,5579,56,Female,0,49,One Year,$20.05,$923.10,"$2,006.00",0,,1,0,0,$22.10,Chilcoot,California,United States,Bank Withdrawal
2749-CTKAJ,Stayed,0,72,,,5,2173,37,Male,0,22,One Year,$20.15,$419.90,"$1,477.22",0,,1,0,0,$48.06,Long Beach,California,United States,Credit Card
4360-QRAVE,Stayed,0,72,,,5,2494,75,Male,1,37,Two Year,$36.65,"$1,315.00","$1,315.00",1,DSL,0,1,29,$0.00,Farmington,California,United States,Bank Withdrawal
2809-ZMYOQ,Stayed,0,72,,,5,4341,33,Female,0,32,Month-to-Month,$101.35,"$3,334.90","$4,663.86",1,Fiber Optic,1,1,28,$41.53,Camptonville,California,United States,Bank Withdrawal
4061-UKJWL,Joined,0,72,,,5,3666,35,Male,0,3,Month-to-Month,$45.45,$141.70,$202.81,1,Cable,1,1,17,$20.37,San Francisco,California,United States,Credit Card
4946-EDSEW,Churned,1,69,Attitude,Attitude of support person,1,5638,35,Female,0,11,Month-to-Month,$19.25,$180.30,$499.41,0,,1,0,0,$29.01,Compton,California,United States,Credit Card
9360-AHGNL,Churned,1,69,Dissatisfaction,Limited range of services,2,5863,74,Female,1,43,One Year,$109.55,"$4,830.25","$5,206.50",1,Fiber Optic,1,1,13,$8.75,Concord,California,United States,Credit Card
0909-SELIE,Stayed,0,72,,,4,4302,53,Male,0,61,Two Year,$80.80,"$4,860.85","$7,495.96",1,DSL,1,1,20,$43.48,Clearlake Oaks,California,United States,Bank Withdrawal
5275-PMFUT,Stayed,0,72,,,3,4036,52,Male,0,72,Two Year,$64.80,"$4,719.75","$4,719.75",1,DSL,0,1,18,$0.00,Chualar,California,United States,Credit Card
2592-YKDIF,Joined,0,72,,,3,5774,47,Female,0,1,Month-to-Month,$20.35,$20.35,$64.44,0,,1,0,0,$44.09,North Highlands,California,United States,Credit Card
3243-ZHOHY,Stayed,0,72,,,3,5052,35,Female,0,16,One Year,$20.10,$296.15,$626.55,0,,1,0,0,$20.65,Escondido,California,United States,Credit Card
4837-QUSFT,Stayed,0,72,,,4,4915,35,Female,0,65,One Year,$100.15,"$6,643.50","$9,023.80",1,Fiber Optic,1,1,6,$36.62,Oakley,California,United States,Bank Withdrawal
2931-XIQBR,Stayed,0,72,,,4,5905,41,Female,0,50,One Year,$103.05,"$5,153.50","$7,527.50",1,Fiber Optic,1,1,27,$47.48,Kelseyville,California,United States,Credit Card
5494-WOZRZ,Stayed,0,72,,,3,5770,40,Female,0,71,Two Year,$82.00,"$5,999.85","$8,713.47",1,DSL,1,1,23,$38.22,Mission Viejo,California,United States,Credit Card
9780-FKVVF,Stayed,0,72,,,3,3613,60,Male,0,6,Month-to-Month,$59.15,$336.70,$457.36,1,DSL,1,1,5,$20.11,Firebaugh,California,United States,Bank Withdrawal
9518-RWHZL,Churned,1,69,Competitor,Competitor had better devices,1,5452,39,Female,0,64,One Year,$100.05,"$6,254.20","$8,054.52",1,Fiber Optic,1,1,18,$28.13,Penryn,California,United States,Credit Card
1619-YWUBB,Stayed,0,72,,,5,6146,38,Female,0,68,Two Year,$24.95,"$1,614.90","$3,426.42",0,,1,0,0,$26.64,Avery,California,United States,Credit Card
7243-LCGGZ,Joined,0,72,,,5,3901,28,Female,0,1,Month-to-Month,$20.90,$20.90,$31.11,0,,1,0,0,$10.21,Alhambra,California,United States,Mailed Check
5627-TVBPP,Stayed,0,72,,,4,3726,44,Female,0,35,One Year,$20.10,$644.50,"$1,537.70",0,,1,0,0,$25.52,Big Bear Lake,California,United States,Credit Card
8336-TAVKX,Stayed,0,71,,,3,4032,68,Female,1,72,Two Year,$78.45,"$5,682.25","$6,821.29",1,DSL,1,1,13,$15.82,Berry Creek,California,United States,Bank Withdrawal
7858-GTZSP,Stayed,0,71,,,5,2061,33,Female,0,12,Month-to-Month,$86.55,"$1,066.90","$1,401.90",1,Fiber Optic,1,0,25,$18.75,San Lucas,California,United States,Bank Withdrawal
4701-AHWMW,Churned,1,69,Attitude,Attitude of service provider,1,6041,30,Male,0,55,Month-to-Month,$54.55,"$2,978.30","$3,028.30",1,DSL,0,0,42,$0.00,Susanville,California,United States,Bank Withdrawal
0640-YJTPY,Stayed,0,71,,,5,4974,19,Male,0,72,Two Year,$21.00,"$1,493.75","$1,904.15",0,,1,0,0,$5.70,Smartville,California,United States,Bank Withdrawal
3391-JSQEW,Stayed,0,71,,,4,2454,32,Male,0,40,Month-to-Month,$50.15,"$2,058.50","$2,993.47",1,DSL,1,1,28,$24.30,San Jose,California,United States,Credit Card
6980-CDGFC,Stayed,0,71,,,5,5972,57,Female,0,67,One Year,$20.85,"$1,327.40","$1,857.37",0,,1,0,0,$7.91,Aptos,California,United States,Bank Withdrawal
7945-PRBVF,Stayed,0,71,,,3,3967,47,Male,0,35,Two Year,$21.45,$705.45,"$1,307.45",0,,1,0,0,$17.20,Nevada City,California,United States,Bank Withdrawal
5792-JALQC,Stayed,0,71,,,3,5085,78,Female,1,52,Two Year,$59.85,"$3,103.25","$4,852.09",1,DSL,1,1,3,$34.00,San Rafael,California,United States,Bank Withdrawal
3941-XTSKM,Stayed,0,71,,,4,3844,32,Male,0,42,One Year,$45.10,"$2,049.05","$2,049.05",1,DSL,0,1,26,$0.00,Burnt Ranch,California,United States,Credit Card
0380-NEAVX,Stayed,0,71,,,5,5626,72,Male,1,34,One Year,$99.85,"$3,343.15","$4,533.15",1,Fiber Optic,1,1,12,$35.00,Newport Beach,California,United States,Bank Withdrawal
8085-MSNLK,Stayed,0,71,,,3,6193,21,Female,0,62,Two Year,$113.95,"$6,891.40","$9,537.56",1,Fiber Optic,1,1,51,$42.68,San Jose,California,United States,Credit Card
9667-TKTVZ,Joined,0,71,,,5,4916,38,Female,0,2,Month-to-Month,$54.35,$117.05,$168.67,1,Cable,1,1,7,$25.81,Los Osos,California,United States,Credit Card
6681-ZSEXG,Stayed,0,71,,,5,5477,34,Male,0,56,Two Year,$59.50,"$3,389.25","$5,380.05",1,DSL,1,1,17,$35.55,Rancho Cordova,California,United States,Credit Card
3384-CTMSF,Stayed,0,71,,,5,3142,61,Male,0,47,Month-to-Month,$104.10,"$5,135.15","$7,423.58",1,Fiber Optic,1,1,21,$48.69,Lincoln,California,United States,Bank Withdrawal
4291-SHSBH,Stayed,0,71,,,3,4704,25,Male,0,7,Month-to-Month,$69.55,$521.35,$584.00,1,Fiber Optic,1,1,52,$8.95,Modesto,California,United States,Bank Withdrawal
8174-TBVCF,Stayed,0,71,,,3,5072,30,Female,0,70,Two Year,$94.80,"$6,859.05","$8,711.95",1,DSL,1,1,59,$26.47,Stanton,California,United States,Credit Card
7426-WEIJX,Stayed,0,71,,,4,6214,71,Male,1,60,Two Year,$80.95,"$4,859.10","$5,903.37",1,Fiber Optic,1,1,11,$18.23,Olympic Valley,California,United States,Bank Withdrawal
3387-PLKUI,Stayed,0,71,,,5,2333,27,Female,0,13,Month-to-Month,$18.80,$251.25,$468.87,0,,1,0,0,$16.74,San Jose,California,United States,Credit Card
3254-YRILK,Churned,1,69,Competitor,Competitor had better devices,1,5683,74,Male,1,19,Month-to-Month,$88.20,"$1,775.80","$2,535.23",1,Fiber Optic,1,1,9,$39.97,Dobbins,California,United States,Bank Withdrawal
0265-EDXBD,Churned,1,69,Attitude,Attitude of support person,2,4105,76,Male,1,32,Month-to-Month,$74.90,"$2,303.35","$3,818.23",1,Fiber Optic,1,1,10,$47.34,San Diego,California,United States,Bank Withdrawal
6904-JLBGY,Stayed,0,71,,,4,4008,78,Female,1,72,Two Year,$117.35,"$8,436.25","$9,511.93",1,Fiber Optic,1,1,30,$14.94,Salinas,California,United States,Credit Card
9894-EZEWG,Churned,1,69,Competitor,Competitor had better devices,1,5996,31,Female,0,1,Month-to-Month,$74.30,$74.30,$113.96,1,Fiber Optic,1,1,8,$39.66,Walnut Grove,California,United States,Credit Card
2017-CCBLH,Stayed,0,71,,,3,3087,55,Female,0,8,Two Year,$20.00,$141.60,$329.28,0,,1,0,0,$23.46,Weott,California,United States,Credit Card
2592-SEIFQ,Churned,1,69,Competitor,Competitor offered higher download speeds,2,3503,36,Male,0,3,Month-to-Month,$24.75,$66.95,$66.95,1,DSL,0,1,18,$0.00,San Anselmo,California,United States,Bank Withdrawal
5774-QPLTF,Stayed,0,71,,,5,6391,40,Male,0,50,One Year,$20.35,$938.95,"$2,287.95",0,,1,0,0,$26.98,El Nido,California,United States,Credit Card
2589-AYCRP,Stayed,0,71,,,4,4934,63,Female,0,50,One Year,$19.75,$989.05,"$2,886.55",0,,1,0,0,$37.95,Cedar Glen,California,United States,Bank Withdrawal
3174-RKMOW,Stayed,0,71,,,3,5721,24,Male,0,35,Month-to-Month,$109.95,"$3,782.40","$5,441.00",1,Fiber Optic,1,1,73,$48.30,Glendale,California,United States,Bank Withdrawal
2550-QHZGP,Stayed,0,71,,,5,4271,48,Male,0,7,One Year,$19.50,$128.60,$342.66,0,,1,0,0,$30.58,Calexico,California,United States,Credit Card
8091-TTVAX,Stayed,0,71,,,3,6432,39,Male,0,58,One Year,$100.35,"$5,681.10","$6,011.12",1,Fiber Optic,1,1,10,$5.69,Los Angeles,California,United States,Credit Card
7134-HBPBS,Stayed,0,71,,,5,4474,65,Female,1,72,Two Year,$108.10,"$7,774.05","$9,708.69",1,Fiber Optic,1,1,20,$26.87,Adelanto,California,United States,Bank Withdrawal
1442-BQPVU,Stayed,0,71,,,4,2876,33,Female,0,13,Month-to-Month,$29.15,$357.15,$357.15,1,DSL,0,1,28,$0.00,Culver City,California,United States,Bank Withdrawal
5651-WYIPH,Stayed,0,71,,,3,3283,69,Female,1,18,One Year,$49.85,$865.75,"$1,606.09",1,Cable,1,1,23,$41.13,Vacaville,California,United States,Credit Card
3282-ZISZV,Stayed,0,71,,,5,3945,56,Male,0,32,One Year,$83.70,"$2,633.30","$3,832.66",1,DSL,1,1,15,$37.48,South El Monte,California,United States,Credit Card
5795-BKOYE,Stayed,0,71,,,4,5846,47,Female,0,69,One Year,$59.10,"$4,134.70","$5,133.82",1,DSL,1,1,19,$14.48,Sacramento,California,United States,Bank Withdrawal
0567-GGCAC,Stayed,0,71,,,3,2845,38,Female,0,7,Month-to-Month,$61.40,$438.90,$549.78,1,DSL,1,1,14,$15.84,Biola,California,United States,Bank Withdrawal
9191-MYQKX,Churned,1,70,Dissatisfaction,Service dissatisfaction,1,3457,34,Female,0,7,Month-to-Month,$75.15,$496.90,$557.73,1,Fiber Optic,1,1,53,$8.69,Lynwood,California,United States,Bank Withdrawal
0419-YAAPX,Stayed,0,71,,,4,4696,44,Male,0,49,Month-to-Month,$85.30,"$4,297.95","$4,994.24",1,Fiber Optic,1,1,23,$14.21,Grass Valley,California,United States,Credit Card
9512-PHSMG,Stayed,0,71,,,3,4907,27,Female,0,10,Month-to-Month,$20.55,$252.75,$356.95,0,,1,0,0,$10.42,Merced,California,United States,Credit Card
6370-ZVHDV,Stayed,0,71,,,4,4501,52,Female,0,61,Two Year,$25.30,"$1,554.90","$4,017.47",0,,1,0,0,$40.37,Buellton,California,United States,Bank Withdrawal
5261-QSHQM,Churned,1,70,Competitor,Competitor made better offer,1,4909,31,Female,0,4,Month-to-Month,$24.45,$86.60,$86.60,1,DSL,0,1,9,$0.00,Temecula,California,United States,Bank Withdrawal
4373-MAVJG,Churned,1,70,Competitor,Competitor made better offer,2,5148,64,Female,0,14,Month-to-Month,$90.90,"$1,259.00","$1,449.96",1,Fiber Optic,1,1,9,$13.64,San Diego,California,United States,Bank Withdrawal
5447-WZAFP,Stayed,0,71,,,4,5377,22,Female,0,53,One Year,$100.30,"$5,200.80","$5,642.29",1,Fiber Optic,1,1,73,$8.33,Carlsbad,California,United States,Mailed Check
0134-XWXCE,Stayed,0,71,,,5,3253,76,Female,1,44,One Year,$74.85,"$3,268.05","$3,589.82",1,DSL,1,1,17,$7.72,Santa Monica,California,United States,Bank Withdrawal
8619-IJNDK,Stayed,0,71,,,4,4374,64,Female,0,71,Two Year,$64.05,"$4,492.90","$4,827.31",1,DSL,1,1,29,$4.71,Santa Ana,California,United States,Credit Card
7595-EUIVN,Churned,1,70,Competitor,Competitor had better devices,1,3940,53,Female,0,1,Month-to-Month,$75.80,$75.80,$90.28,1,Fiber Optic,1,1,26,$14.48,Clearlake,California,United States,Bank Withdrawal
5126-RCXYW,Stayed,0,71,,,4,4451,41,Male,0,54,Two Year,$46.00,"$2,424.05","$2,514.05",1,DSL,0,0,19,$0.00,Alhambra,California,United States,Credit Card
5382-TEMLV,Stayed,0,71,,,3,5274,45,Male,0,45,Month-to-Month,$50.90,"$2,298.55","$3,171.10",1,DSL,1,1,16,$19.39,Lindsay,California,United States,Bank Withdrawal
4855-SNKMY,Churned,1,70,Competitor,Competitor made better offer,3,5955,31,Female,0,1,Month-to-Month,$44.10,$44.10,$48.51,1,DSL,1,1,30,$4.41,Los Angeles,California,United States,Bank Withdrawal
0516-UXRMT,Stayed,0,71,,,3,5801,27,Female,0,62,One Year,$92.05,"$5,755.80","$7,222.15",1,Fiber Optic,1,1,47,$23.88,Oxnard,California,United States,Bank Withdrawal
0562-HKHML,Stayed,0,71,,,4,5574,39,Male,0,71,Two Year,$23.90,"$1,626.40","$2,974.69",0,,1,0,0,$18.99,Alameda,California,United States,Credit Card
7853-GVUDZ,Churned,1,70,Price,Long distance charges,2,4277,55,Female,0,1,Month-to-Month,$20.15,$20.15,$23.24,0,,1,0,0,$3.09,Los Angeles,California,United States,Credit Card
8749-TZYEC,Stayed,0,71,,,3,6251,38,Male,0,72,Two Year,$24.80,"$1,874.30","$2,845.88",0,,1,0,0,$13.72,Yorba Linda,California,United States,Credit Card
7010-ZMVBF,Stayed,0,71,,,4,2047,39,Female,0,18,Month-to-Month,$20.45,$357.00,$619.80,0,,1,0,0,$14.60,Thermal,California,United States,Credit Card
6461-SZMCV,Stayed,0,71,,,4,4278,46,Female,0,71,Two Year,$87.95,"$6,365.35","$7,008.61",1,DSL,1,1,30,$9.06,Corte Madera,California,United States,Bank Withdrawal
4289-DTDKW,Churned,1,70,Competitor,Competitor had better devices,1,2576,54,Male,0,40,Month-to-Month,$101.30,"$4,113.10","$5,015.50",1,Cable,1,1,4,$22.56,Madera,California,United States,Bank Withdrawal
4670-TABXH,Stayed,0,71,,,3,5791,53,Male,0,72,Two Year,$109.75,"$7,758.90","$9,411.30",1,Fiber Optic,1,1,17,$22.95,Hawthorne,California,United States,Credit Card
3022-BEXHZ,Stayed,0,71,,,4,6060,19,Male,0,67,Two Year,$111.20,"$7,530.80","$10,275.12",1,Fiber Optic,1,1,47,$40.96,Sonoma,California,United States,Bank Withdrawal
1391-UBDAR,Stayed,0,71,,,3,3042,27,Male,0,11,Month-to-Month,$72.90,$818.45,"$1,020.08",1,Fiber Optic,1,1,76,$18.33,Riverside,California,United States,Bank Withdrawal
8481-YYXWG,Churned,1,70,Dissatisfaction,Network reliability,3,4584,30,Female,0,5,Month-to-Month,$89.35,$461.70,$512.25,1,Fiber Optic,1,1,69,$10.11,Hume,California,United States,Bank Withdrawal
3884-HCSWG,Churned,1,70,Attitude,Attitude of support person,1,4390,51,Female,0,17,Month-to-Month,$70.00,"$1,144.50","$1,354.72",1,Fiber Optic,1,0,17,$7.66,Camptonville,California,United States,Bank Withdrawal
1376-HHBDV,Stayed,0,71,,,3,4864,37,Female,0,30,Month-to-Month,$48.80,"$1,536.75","$1,858.95",1,DSL,1,1,13,$10.74,Santa Monica,California,United States,Credit Card
4083-BFNYK,Stayed,0,71,,,4,5148,74,Female,1,38,One Year,$95.00,"$3,591.25","$5,554.41",1,Fiber Optic,1,0,27,$49.82,Acton,California,United States,Credit Card
8612-GXIDD,Stayed,0,71,,,3,2219,55,Male,0,12,Two Year,$25.40,$313.00,$842.44,0,,1,0,0,$44.12,San Bernardino,California,United States,Bank Withdrawal
9133-AYJZG,Stayed,0,71,,,5,5781,40,Female,0,23,Month-to-Month,$98.70,"$2,249.10","$2,581.45",1,Fiber Optic,1,1,19,$14.45,Mill Valley,California,United States,Credit Card
9257-AZMTZ,Stayed,0,71,,,4,4529,22,Female,0,52,Two Year,$20.10,"$1,078.75","$1,188.58",0,,1,0,0,$2.44,Glendale,California,United States,Bank Withdrawal
7550-WIQVA,Stayed,0,71,,,4,4972,34,Male,0,50,One Year,$108.25,"$5,431.40","$7,510.40",1,Fiber Optic,1,1,19,$41.58,Rocklin,California,United States,Bank Withdrawal
0547-HURJB,Stayed,0,70,,,3,4001,19,Male,0,12,Month-to-Month,$21.05,$235.80,$468.36,0,,1,0,0,$19.38,Dixon,California,United States,Credit Card
5680-LQOGP,Stayed,0,70,,,3,5308,21,Female,0,68,Two Year,$82.45,"$5,646.60","$6,747.08",1,Cable,1,0,59,$14.86,Twin Bridges,California,United States,Credit Card
3373-DIUUN,Stayed,0,70,,,3,3047,58,Male,0,30,Two Year,$21.25,$711.90,"$1,911.90",0,,1,0,0,$40.00,Hinkley,California,United States,Credit Card
9003-CPATH,Stayed,0,70,,,4,2583,53,Male,0,42,Month-to-Month,$79.90,"$3,313.40","$3,687.25",1,Fiber Optic,1,1,14,$9.46,Carson,California,United States,Bank Withdrawal
0489-WMEMG,Stayed,0,70,,,3,5237,61,Female,0,23,One Year,$49.45,"$1,119.35","$1,713.90",1,Cable,1,1,53,$25.85,Korbel,California,United States,Bank Withdrawal
2984-AFWNC,Joined,0,70,,,3,2813,52,Female,0,3,Month-to-Month,$95.40,$293.15,$344.18,1,Fiber Optic,1,1,28,$17.01,Rough And Ready,California,United States,Bank Withdrawal
9885-AIBVB,Stayed,0,70,,,3,2568,62,Male,0,29,Month-to-Month,$85.80,"$2,440.25","$3,735.75",1,Fiber Optic,1,0,16,$39.50,Newcastle,California,United States,Bank Withdrawal
4250-WAROZ,Stayed,0,70,,,3,4353,70,Male,1,60,One Year,$93.25,"$5,774.55","$6,955.35",1,Fiber Optic,1,1,53,$19.68,Fresno,California,United States,Bank Withdrawal
1370-GGAWX,Stayed,0,70,,,5,3924,55,Female,0,46,One Year,$94.15,"$4,408.45","$5,934.73",1,Fiber Optic,1,1,3,$33.18,Beverly Hills,California,United States,Bank Withdrawal
5178-LMXOP,Churned,1,70,Price,Price too high,1,5795,71,Male,1,1,Month-to-Month,$95.10,$95.10,$99.99,1,Fiber Optic,1,1,11,$4.89,Gardena,California,United States,Bank Withdrawal
3956-MGXOG,Stayed,0,70,,,5,2951,62,Female,0,28,Month-to-Month,$80.60,"$2,244.95","$3,192.47",1,Fiber Optic,1,1,5,$33.84,Modesto,California,United States,Bank Withdrawal
1580-BMCMR,Stayed,0,70,,,3,4447,66,Male,1,19,Month-to-Month,$87.30,"$1,637.30","$2,203.50",1,Fiber Optic,1,1,16,$29.80,Tehachapi,California,United States,Bank Withdrawal
1024-VRZHF,Churned,1,70,Competitor,Competitor made better offer,1,2044,39,Male,0,11,Month-to-Month,$74.95,$825.70,"$1,063.08",1,Fiber Optic,1,1,30,$21.58,San Diego,California,United States,Bank Withdrawal
